size_sqft,bedrooms,floors,age,price_1000s
1469,3,2,74,306.94
1450,3,1,100,246.91
2055,3,1,12,491.97
2818,2,3,10,567.51
1652,2,2,47,317.35
2321,3,2,3,574.1
1916,3,1,100,342.41
2485,3,1,9,530.09
1943,3,1,33,386.41
2715,3,2,17,535.57
3069,3,2,12,635.48
1413,3,1,43,316.6
1459,5,2,5,465.76
1752,3,2,22,409.89
2873,3,1,6,591.7
1525,3,1,8,421.27
1587,2,1,34,344.71
1893,2,2,1,451.12
2483,4,1,27,443.94
1427,4,1,17,392.82
1393,3,2,100,297.16
1754,2,2,7,437.52
1614,1,1,70,272.03
2171,2,1,16,461.19
500,5,2,14,323.62
2797,4,2,4,630.46
1333,5,1,1,446.22
1434,5,1,19,402.3
2544,3,1,54,407.55
1001,3,2,68,268.06
2105,3,1,69,300.9
1065,4,1,8,395.36
2181,1,1,34,403.23
500,2,2,90,181.86
2690,4,2,9,626.32
2266,2,3,60,366.78
699,3,2,26,228.79
1404,2,2,2,421.27
1565,3,2,18,397.46
2433,3,2,51,418.98
2596,4,1,22,492.79
3097,4,1,22,551.92
1360,1,1,26,316.06
1296,2,2,18,336.47
2498,5,2,9,572.82
1703,3,1,8,421.89
1721,1,2,23,348.55
1596,4,2,12,423.11
1391,5,2,13,440.74
3021,2,1,37,461.83
3366,3,2,36,540.2
1812,4,1,6,465.75
1380,3,2,28,337.89
2244,1,3,88,340.16
1948,5,1,7,507.5
1795,2,1,12,409.3
2849,4,2,8,614.11
2154,4,1,24,443.02
2820,4,2,21,551.44
2368,3,2,16,539.87
1677,3,2,11,406.03
1883,4,1,11,477.24
1399,2,1,0,424.8
1641,3,2,1,496.0
1169,3,2,25,336.32
2511,1,1,0,549.76
2936,3,2,31,489.25
2716,3,2,33,472.71
1649,3,1,3,400.48
1673,3,1,8,471.23
1844,5,2,44,393.12
2076,2,1,27,399.29
2347,3,2,89,360.78
2054,3,1,6,500.22
1646,5,2,48,366.02
3234,4,1,60,493.18
2140,2,1,23,404.62
2385,2,2,9,521.42
2191,2,3,0,595.71
1414,3,1,17,377.9
2459,3,2,4,558.1
1186,2,3,19,324.54
1062,2,1,2,333.9
2407,2,2,6,567.06
2168,4,2,17,492.53
2209,4,3,14,524.28
1298,2,1,33,300.41
973,3,3,20,336.6
2384,4,1,14,531.29
2596,3,1,25,457.12
1852,5,1,4,525.71
1605,3,2,18,393.07
2485,3,2,20,483.97
1537,2,3,7,424.86
2429,2,2,66,377.12
2010,3,2,3,524.76
2013,3,2,30,385.75
2668,2,3,0,639.96
1439,4,1,25,350.47
1508,3,3,22,373.8
2401,3,2,26,465.8
2616,3,3,15,492.86
1844,5,2,36,417.49
2777,3,1,5,607.63
1806,5,1,10,501.37
2204,2,1,23,400.85
2086,2,2,25,414.15
1971,3,1,5,509.06
2005,2,1,17,429.9
2243,3,3,3,569.25
2126,3,2,4,525.94
1989,2,1,17,426.95
1408,3,1,3,420.55
2111,5,1,22,441.93
1550,1,1,33,317.43
2133,4,2,47,374.05
2685,3,1,22,467.12
2301,4,1,0,574.84
1243,2,1,5,384.02
3121,3,2,0,710.01
2049,3,2,24,416.98
1887,3,2,6,475.92
1590,3,1,15,375.14
2088,2,2,3,495.62
1699,2,2,7,416.7
2326,3,1,3,553.4
1755,1,2,28,362.24
2276,4,1,30,441.81
1752,4,1,1,513.15
1367,3,1,78,264.7
1791,3,1,21,391.16
1901,3,1,5,480.92
1842,4,2,7,502.96
967,3,1,50,269.01
2413,4,3,1,626.1
2080,1,1,15,407.21
1945,1,1,55,294.68
2185,3,1,61,382.17
2315,3,2,1,571.37
1127,2,2,25,267.0
2091,3,2,25,456.02
2598,2,3,23,495.65
2426,2,2,25,494.28
1527,5,1,10,433.25
2860,3,1,0,649.28
2211,3,2,31,422.95
2615,3,2,3,638.11
500,5,1,21,328.26
1218,3,2,10,390.85
1870,4,1,6,493.83
2586,1,1,54,353.46
2608,5,2,4,656.87
1664,3,1,2,450.89
1659,3,1,100,323.84
2571,2,2,84,375.39
2418,4,1,15,497.58
3079,4,1,61,452.14
2286,2,1,4,506.5
1271,3,1,14,359.05
1551,5,2,23,384.06
1731,5,2,5,493.17
1798,3,2,53,345.88
2852,1,3,17,542.55
2141,3,2,28,449.0
2190,2,1,6,439.14
2676,3,2,8,614.4
1838,4,1,9,455.98
2727,3,2,18,554.96
1748,3,1,0,494.16
2063,5,3,1,606.27
1099,3,1,10,368.75
2273,4,1,77,357.41
2423,1,1,19,397.15
1473,5,2,5,487.38
2113,2,1,48,369.4
2026,2,2,24,393.34
863,3,3,37,276.83
2073,3,2,4,537.61
2128,3,3,0,554.5
2520,3,2,72,380.38
2579,3,1,44,437.81
1584,2,1,14,378.16
1505,3,1,24,362.54
3271,2,2,44,504.45
649,5,1,27,295.39
1391,2,2,9,388.38
965,3,3,52,273.21
1688,2,1,58,308.07
2296,2,3,48,406.18
2696,2,1,14,520.06
1613,2,1,2,461.42
1619,1,2,0,419.68
1390,4,2,32,380.67
2199,1,1,59,312.07
2006,3,2,39,355.77
2468,5,1,48,426.29
2465,4,2,3,586.89
2342,4,1,59,391.5
3010,3,2,6,638.41
2209,3,2,25,444.77
2311,1,1,48,345.53
1974,2,2,11,447.34
2651,3,1,12,569.66
1349,3,2,19,357.08
2590,3,1,55,398.86
2409,4,1,15,544.71
2523,4,3,90,403.83
2484,5,1,2,658.02
1834,4,1,39,369.79
2616,4,1,19,500.0
1321,5,1,39,321.84
1115,2,2,20,274.94
2342,1,2,1,561.43
3019,1,2,13,564.15
1108,3,3,19,330.82
2555,2,1,5,538.16
1119,2,2,2,369.98
1440,4,1,55,301.92
2226,2,2,3,506.79
1377,3,2,13,343.88
3072,2,1,63,408.88
671,4,2,1,322.53
2205,5,2,31,448.7
1527,2,2,7,392.9
2395,3,1,17,463.63
2561,3,1,28,474.45
1320,2,2,12,378.11
2657,3,2,60,419.34
1546,2,1,6,431.57
1493,3,1,20,322.22
3119,4,2,8,666.19
1060,2,1,22,290.85
2469,4,1,82,379.74
2204,5,2,33,448.06
2355,2,1,30,408.46
1927,3,1,2,513.73
1061,3,1,40,264.75
1222,4,2,8,403.4
2902,4,1,21,548.18
1656,3,2,18,361.9
1943,4,1,6,488.42
2199,3,1,40,370.02
2709,4,1,2,639.31
932,2,1,3,320.99
2082,5,2,42,436.72
1397,1,1,9,322.99
2104,1,2,46,322.02
1500,5,2,45,327.77
1475,3,1,3,400.18
2900,3,1,98,390.43
2794,5,2,32,499.98
1330,2,2,90,292.25
1834,4,3,17,459.09
2650,2,2,28,479.57
2083,3,2,7,537.1
3436,2,1,12,631.51
2652,4,1,27,507.79
1782,3,1,25,381.42
2015,2,1,43,372.76
2119,5,2,11,550.71
2178,3,1,64,334.85
1353,3,1,7,379.28
2230,3,3,1,588.39
2539,3,2,46,448.75
2512,3,3,10,569.64
2468,4,2,5,609.59
1799,4,1,41,351.61
1729,4,2,29,380.7
2782,2,1,36,441.15
1963,4,1,27,411.87
2627,4,1,10,585.77
1796,5,2,4,513.31
1849,3,1,21,379.94
1508,2,2,34,331.7
2080,2,1,14,440.48
1853,3,2,3,495.28
1534,3,3,38,342.22
2490,3,2,25,486.77
1974,4,2,28,430.32
1529,3,2,11,417.78
1879,2,2,59,323.12
522,4,2,15,306.84
1426,3,1,3,462.97
2182,4,2,31,429.54
1841,3,2,57,313.77
2707,2,1,41,412.12
2889,4,2,36,531.73
765,2,2,26,240.3
1256,2,1,24,281.4
3035,2,2,7,611.11
1122,4,2,13,357.89
1583,2,1,33,299.75
2029,3,2,23,440.07
1783,3,1,15,415.33
1354,2,3,11,358.28
1456,3,1,14,345.16
1994,2,1,35,390.97
1181,4,1,4,409.74
1975,4,2,25,464.44
1899,2,1,90,274.47
2037,4,2,10,482.09
2061,3,2,16,478.82
1592,3,1,10,462.24
2361,3,1,32,445.31
2505,3,1,48,395.85
1345,2,2,40,296.7
2281,3,2,37,388.45
1374,3,1,1,395.81
1349,4,2,0,459.52
1847,3,1,1,487.81
2825,3,2,0,667.52
1442,4,1,34,338.65
1119,4,2,72,255.1
2414,1,1,18,451.91
612,4,2,73,203.32
2388,1,1,58,330.16
2162,3,3,21,475.49
2561,2,1,25,466.66
2177,2,1,5,497.47
2214,4,3,14,506.71
2696,1,1,4,575.51
2400,2,3,4,556.31
1175,3,2,2,409.67
2086,3,1,40,376.35
692,4,2,13,271.0
1514,2,2,39,336.7
922,1,1,2,354.69
2564,3,2,15,527.28
1933,4,1,52,346.79
2270,3,2,33,403.14
1780,5,2,0,536.88
2131,1,2,33,365.94
3382,2,2,53,473.58
2519,1,2,22,454.16
1431,1,1,65,271.87
1193,1,2,1,396.12
1511,3,1,34,334.55
2151,4,1,2,567.32
1535,4,1,77,344.86
2386,2,1,13,503.87
1727,3,1,27,405.8
2206,2,1,72,304.89
2157,5,1,9,542.8
2529,3,2,3,621.98
2169,3,2,38,412.11
2502,2,2,3,610.09
3185,3,2,12,622.07
2212,1,2,52,372.73
1693,2,1,3,430.96
1792,2,2,9,427.45
1158,3,2,20,291.12
2875,4,1,22,544.58
844,1,2,32,207.29
2469,4,2,12,570.87
1065,2,2,15,318.04
2515,2,3,17,503.94
1599,4,3,28,385.2
2832,2,1,26,466.86
2334,3,1,2,569.53
1893,4,1,40,338.94
1399,3,2,38,337.8
1380,2,2,59,289.87
3098,4,3,66,477.17
1870,3,1,55,342.4
2425,2,1,4,541.36
1662,1,1,31,293.57
3336,2,1,53,460.85
3380,2,1,11,630.99
1112,3,1,25,274.7
2564,3,2,22,517.22
2187,4,2,54,381.11
2168,2,1,73,362.11
2402,3,1,32,405.92
897,3,1,0,314.5
1204,2,2,1,366.72
1684,4,2,90,331.21
2471,3,1,7,576.0
1396,4,2,5,450.62
1949,5,1,11,476.29
553,2,3,51,215.51
1474,3,2,2,436.17
1901,5,1,89,355.81
2227,2,3,59,401.57
3020,3,2,28,535.55
2801,1,1,3,615.95
1720,2,2,49,302.01
2315,2,3,21,437.5
1793,5,2,18,432.69
2011,4,3,18,462.4
3328,5,1,65,496.46
2526,3,1,10,553.0
2123,4,3,12,513.02
1702,2,3,16,396.68
1283,2,2,1,415.11
2592,2,2,30,457.0
1965,3,1,0,556.56
2703,2,1,8,532.42
1700,3,1,32,349.88
826,2,1,6,284.44
2372,2,3,27,433.0
2192,3,1,20,466.64
1846,4,2,37,362.03
1385,5,2,6,433.16
2793,2,2,14,550.04
2545,4,3,1,649.96
1885,2,1,94,276.4
1928,2,1,76,322.94
2711,4,1,65,428.31
2745,2,1,37,456.94
2505,3,2,1,609.07
1803,3,2,3,500.8
2204,2,1,10,470.83
2865,5,2,88,429.94
1539,3,3,6,405.5
1827,1,1,41,333.41
2566,3,2,4,604.28
2749,3,2,4,615.73
1345,3,2,1,415.57
1881,3,3,3,516.3
2238,2,1,52,399.64
1776,4,2,17,443.62
2751,5,1,76,432.43
2627,3,1,22,480.08
722,5,3,100,237.33
1857,3,2,15,419.47
2026,2,1,11,487.9
1433,5,3,76,339.13
2223,4,2,11,506.75
3174,5,1,13,633.12
2423,3,1,44,389.2
1605,5,1,20,420.85
1487,3,1,14,388.83
1800,3,3,8,441.54
1589,5,2,1,501.39
1498,2,2,11,348.66
1509,4,2,15,375.7
1918,3,2,1,518.78
668,2,1,0,315.57
1922,4,1,21,443.26
2456,2,3,2,570.94
1731,4,2,25,368.8
2100,5,1,0,588.84
2185,2,1,14,439.63
1336,3,2,9,407.43
990,2,2,11,300.41
845,4,1,11,311.51
1811,3,1,6,457.01
2056,3,2,38,408.0
2169,3,2,44,375.43
3469,5,3,3,837.86
2295,2,1,83,323.88
1775,4,3,15,431.65
2508,2,1,7,519.1
1774,3,2,26,362.32
1736,2,2,6,422.14
1761,5,1,15,445.31
1137,3,1,100,227.93
2552,3,1,55,395.01
2568,2,1,9,502.07
2189,2,3,16,467.96
2459,3,2,37,438.32
1912,2,1,19,369.95
900,2,2,39,248.59
2599,2,1,17,503.84
2092,2,1,0,505.2
1144,4,1,12,371.49
1861,5,1,15,482.52
1430,2,1,10,384.57
1817,4,1,1,522.04
2310,3,2,34,417.81
1812,3,1,16,399.03
2439,2,2,5,523.53
1353,3,2,17,409.9
2416,2,2,1,584.84
2083,3,1,3,530.44
1528,3,3,47,338.94
2544,4,1,9,566.67
1667,2,2,13,384.17
1388,5,2,5,479.34
2191,5,2,2,592.56
741,4,1,6,333.98
2452,3,1,24,492.65
1866,1,1,40,311.81
1859,2,1,9,426.99
1599,5,1,29,354.34
1107,4,1,13,337.48
2638,3,3,5,606.66
1657,4,1,3,461.33
1369,1,2,2,398.49
2525,3,2,43,457.96
2925,2,1,42,419.37
1345,1,1,33,283.53
1546,2,1,11,366.54
2853,4,2,17,549.64
2136,5,2,19,478.35
1288,3,1,12,355.69
2139,5,1,24,444.28
2365,4,2,4,613.04
2698,2,2,13,507.67
1523,3,2,7,428.08
1246,1,2,69,216.04
1898,2,2,12,421.63
1475,1,2,28,294.99
1729,4,1,13,411.95
1686,3,1,31,346.32
1257,5,1,2,436.53
1150,3,1,7,315.56
877,3,3,12,292.19
1667,3,2,18,387.12
506,4,3,100,201.49
2648,4,2,7,594.96
2588,2,1,27,435.21
823,4,2,32,298.95
1132,2,1,25,280.87
2318,3,1,2,568.83
2310,2,2,10,475.1
2332,2,1,18,410.7
2788,3,2,14,543.73
1970,3,2,39,413.05
763,3,2,0,391.32
1771,4,1,69,337.61
1944,3,1,3,504.95
2227,2,1,5,502.33
1940,1,1,34,356.54
1974,3,1,51,354.61
1857,1,2,6,414.02
1811,2,1,4,438.56
2578,4,2,2,672.6
1943,3,1,97,327.4
2114,5,2,12,511.39
1291,4,2,1,450.13
1059,5,1,6,380.13
2163,3,1,21,451.4
1748,4,1,25,392.81
1650,5,1,18,419.7
2748,1,2,7,549.23
2145,2,1,21,386.33
2129,2,2,12,479.85
1516,2,2,23,333.87
1272,5,2,12,361.87
2316,2,1,17,426.84
1078,3,2,18,360.34
2147,2,1,40,374.88
2006,2,1,0,511.23
1443,4,2,16,437.83
1534,3,2,46,322.67
2535,3,2,26,489.05
1773,1,2,49,325.34
2363,1,1,40,351.53
2100,4,1,40,368.27
1052,4,2,75,232.69
1981,3,2,30,409.07
2282,2,2,45,420.35
1682,2,3,81,301.53
1554,2,2,25,367.0
1075,2,2,2,352.86
1592,3,1,9,406.18
1409,2,1,0,412.31
2770,2,1,12,536.77
1342,3,2,1,444.26
1900,2,1,100,306.71
2339,3,2,12,556.06
1996,3,2,42,387.21
2245,3,2,94,376.84
2470,4,1,1,649.62
1972,3,2,33,413.14
2323,4,3,38,464.65
3167,3,2,0,747.76
1279,2,2,24,337.0
2448,3,2,12,557.04
1924,5,3,26,459.2
1543,3,1,15,362.11
2241,4,2,0,593.78
1791,2,1,29,397.91
2946,3,2,15,597.14
1326,5,1,7,412.3
1488,2,3,14,412.31
3258,2,2,4,693.58
1873,3,2,9,442.87
2681,2,1,34,441.95
1584,3,1,3,411.24
2098,3,3,48,422.31
2437,3,1,19,455.48
2127,3,1,5,525.64
1374,2,3,91,274.49
1163,4,1,2,418.11
2217,2,3,15,485.74
1586,5,2,52,333.38
2145,3,2,38,412.18
1248,3,1,15,343.92
1629,4,2,17,407.15
1665,4,2,0,481.03
1257,2,2,44,287.38
2701,2,1,1,607.01
1703,3,1,25,360.59
1550,2,1,4,415.66
956,4,1,12,334.78
2530,2,2,21,465.76
2283,3,2,23,436.46
2273,3,2,35,414.97
2569,3,1,76,377.34
2206,5,1,25,471.09
1897,5,2,12,502.68
1380,2,1,11,325.36
1552,5,2,37,341.12
2770,3,2,2,643.1
1254,3,1,85,289.57
2352,4,1,46,393.58
2231,2,1,29,437.25
3149,4,1,8,639.71
1772,2,1,46,348.58
1334,4,1,45,315.97
2470,2,2,19,475.25
2358,5,3,19,521.73
1514,3,2,7,454.74
1943,2,1,29,390.48
1852,5,1,37,392.31
1317,5,1,17,372.78
2067,4,1,43,337.92
1999,2,2,100,319.33
2133,3,2,100,382.34
2306,5,3,55,413.5
2888,4,1,47,469.91
1672,3,3,37,381.41
2445,2,1,12,498.84
1529,3,2,31,363.9
2323,2,3,21,433.65
1998,2,2,4,522.79
2199,2,2,44,390.58
1951,2,2,25,415.19
957,4,2,4,382.59
1269,4,1,3,416.72
1634,3,1,54,345.5
1348,4,1,25,325.78
2069,2,2,41,391.82
2719,2,1,9,535.69
1999,3,1,56,347.76
1744,5,2,1,574.38
2017,4,3,10,541.14
1998,3,1,3,499.44
2847,4,1,35,522.31
2715,2,2,57,483.72
2249,2,1,2,513.92
2508,3,2,4,580.12
2020,3,2,41,387.56
2009,3,1,33,393.55
2301,4,1,2,562.72
2155,4,1,38,427.31
1589,3,1,100,298.7
3369,5,2,12,671.69
1743,4,2,45,370.34
1669,1,1,2,401.2
2002,1,2,41,371.26
2319,3,1,12,500.63
1759,4,2,44,350.21
2280,4,2,8,558.03
2215,3,1,30,420.99
2165,3,1,56,374.04
1965,3,2,31,349.7
2069,4,2,7,536.5
2698,5,2,69,405.59
2822,4,2,29,495.86
1242,3,1,44,246.99
1590,5,1,9,454.04
2108,2,1,10,475.06
1724,2,1,36,375.09
2545,3,1,100,363.8
2024,4,2,8,549.5
1622,3,1,7,421.81
2371,3,1,10,517.66
2462,3,2,3,611.63
2249,3,1,2,538.55
2394,4,1,12,534.05
1673,3,2,3,478.18
2650,1,1,21,455.98
2329,4,1,17,499.0
1595,1,1,52,290.15
2129,2,3,43,413.52
2443,2,2,39,410.75
2187,5,1,6,575.52
1128,2,3,29,288.99
1624,2,3,72,310.72
1015,3,2,3,393.85
3613,2,2,95,483.8
1918,2,1,9,478.96
1749,2,2,19,406.3
1670,5,1,40,376.07
2591,3,1,2,559.64
1830,3,1,42,332.56
2415,3,3,11,514.35
1817,3,2,1,455.89
2740,3,2,7,606.57
1622,2,2,5,417.33
1653,4,1,3,449.9
2687,3,2,75,396.41
3020,4,1,20,566.68
1815,1,3,11,435.9
500,1,1,7,243.53
2930,2,3,38,487.22
1565,1,1,22,313.37
1817,2,1,20,407.7
3097,4,2,6,691.12
2100,2,1,5,460.11
2359,3,1,77,361.71
2104,3,1,1,520.33
1209,3,2,29,327.69
2040,4,1,9,491.96
2129,5,2,62,379.8
1175,1,2,72,260.31
1845,2,2,24,370.71
1195,2,1,7,371.0
3028,3,2,51,447.38
2083,4,1,44,363.65
2807,3,2,35,456.31
1368,4,2,0,450.35
1696,3,2,16,410.99
3150,4,1,20,578.71
2066,3,1,13,464.62
2099,5,1,8,545.36
2108,3,1,52,395.49
996,3,1,13,357.82
2199,2,2,10,490.11
2920,2,2,18,541.2
2572,1,2,34,419.24
2236,2,2,38,364.8
2009,4,1,59,336.43
2219,3,1,9,514.21
1822,2,2,3,466.56
1444,1,1,6,366.66
1803,3,2,16,462.3
2126,4,2,10,530.67
2461,3,2,0,617.95
2075,2,2,23,445.21
2155,5,1,17,471.88
2825,2,1,26,469.54
1965,2,3,49,335.97
1869,4,1,4,488.93
2045,3,2,4,516.92
2237,3,2,24,442.51
2368,4,1,43,397.31
1347,3,1,56,300.67
1769,4,1,1,515.82
2260,3,1,35,398.23
2538,4,1,15,577.26
1312,3,1,26,323.24
3385,3,2,0,715.1
2492,5,2,18,558.36
1547,2,1,15,388.87
2021,3,2,29,406.15
1453,2,1,0,429.23
2063,5,2,5,528.48
2571,5,2,3,636.71
2143,4,1,38,396.12
2977,5,1,67,465.28
1114,1,2,0,352.48
2859,1,1,95,413.22
2617,2,2,7,553.61
2103,2,2,100,330.21
1263,3,2,9,405.92
2256,4,1,53,377.34
1982,3,2,14,476.03
1699,1,1,26,347.92
2392,3,1,27,450.42
2054,3,1,27,388.15
2906,3,1,32,467.0
1825,3,2,55,348.22
3153,2,1,10,579.36
1796,2,1,12,391.84
2162,3,1,8,468.88
1009,4,2,9,365.13
1612,2,1,16,382.47
1849,3,2,19,413.19
2368,2,2,1,579.92
2081,5,1,54,402.37
1956,4,1,2,534.48
1949,5,1,0,537.88
1814,4,1,2,498.53
1397,1,2,14,357.44
2660,3,2,27,498.26
1955,5,1,22,446.26
2973,4,1,27,498.37
2576,1,1,7,500.16
1970,3,2,3,520.47
2183,3,3,1,564.01
1504,2,1,1,413.54
2416,1,2,28,430.58
1491,3,1,92,278.24
2739,1,2,6,541.3
1162,4,1,9,387.35
1735,2,2,40,342.51
1732,3,1,6,446.03
1649,4,1,21,381.65
1609,4,1,30,381.04
609,3,1,4,298.13
1658,2,2,40,361.31
2216,3,2,69,344.98
1608,3,2,21,371.66
2424,3,1,4,579.43
2044,5,3,1,598.81
1272,4,2,33,322.51
2284,4,1,0,583.79
2793,4,2,17,531.9
2990,1,2,14,528.29
2515,2,1,26,430.19
2893,3,2,100,391.2
2424,1,1,12,461.12
2435,3,1,19,520.55
2069,4,1,14,441.28
2414,3,1,29,451.0
1797,1,2,100,277.66
1537,2,1,14,364.52
2484,3,1,14,526.11
2552,5,2,44,481.09
2319,2,1,34,408.16
1816,3,1,8,455.81
1229,3,2,15,361.48
3180,2,1,10,608.98
1418,2,2,33,337.54
1761,5,2,20,449.1
1308,2,1,13,323.73
2514,2,1,52,373.14
2228,2,3,2,579.44
2087,3,2,31,395.24
2214,4,1,24,435.38
1741,2,1,14,421.92
1954,3,2,50,359.73
1328,4,1,2,448.0
1466,4,1,18,394.88
1326,3,3,11,413.12
1384,2,2,16,350.5
2807,2,2,9,586.19
1192,3,3,49,311.43
1204,2,1,7,336.26
2299,4,1,39,422.11
1388,3,1,31,314.1
1924,2,3,3,495.46
2260,2,2,32,402.36
2487,2,1,100,350.29
2107,2,1,45,371.52
1839,4,1,44,355.64
2086,4,1,24,412.17
2727,3,1,49,431.32
1776,5,1,12,453.05
2188,4,2,6,569.82
1910,3,1,72,343.63
1940,3,2,30,359.87
1327,3,1,3,441.09
2742,3,1,56,430.49
1870,2,2,35,365.76
1089,4,1,25,321.63
985,2,1,10,290.38
1876,3,1,3,458.35
1421,5,1,40,377.14
1152,2,1,53,313.5
2042,4,1,31,411.14
1628,4,2,48,335.3
2224,1,2,76,365.99
2573,4,1,1,607.58
1859,1,2,42,364.49
500,3,1,0,333.74
1922,5,3,7,533.3
2951,2,2,50,464.66
1466,3,1,20,372.7
3300,4,1,18,626.1
1966,2,2,19,395.73
2139,2,2,19,434.16
2043,4,1,80,344.82
1546,4,2,67,299.56
1083,1,2,2,351.59
1312,4,2,24,331.96
1872,5,1,0,576.73
2111,2,1,5,434.13
875,1,1,15,296.74
1261,3,1,31,318.93
1592,3,3,38,364.83
1541,2,2,40,306.29
2241,3,2,4,510.15
1241,2,1,4,382.37
2576,3,2,5,573.3
2612,4,1,48,462.12
2601,2,1,27,449.12
1937,2,1,3,451.95
1447,4,1,77,295.34
3164,3,2,19,557.85
2088,1,2,89,335.94
2336,4,2,35,442.09
1388,3,1,48,281.5
1795,2,2,14,417.21
2807,1,2,4,591.2
1735,4,2,9,459.59
1313,2,1,33,312.7
2555,1,2,0,590.44
1921,2,2,30,375.67
1352,3,2,3,427.79
2756,2,1,12,532.78
2654,4,2,9,588.26
1441,3,2,8,404.15
1615,2,1,2,432.92
2124,3,2,39,375.54
2794,4,3,4,642.04
1699,4,3,1,565.76
2523,3,1,14,509.65
2018,2,1,25,392.66
1977,3,2,27,394.13
2041,3,1,21,415.73
1688,3,1,4,481.09
2774,3,2,1,641.84
1833,3,2,8,451.04
1265,3,1,8,345.28
1984,4,1,47,376.27
2783,1,3,11,533.78
1876,2,1,11,426.46
2228,2,1,17,456.47
1725,3,1,17,391.51
1421,4,1,51,308.62
2485,3,1,29,438.53
1522,1,1,32,295.0
769,2,2,11,308.02
1609,4,3,47,330.47
2450,2,1,19,445.75
2739,3,1,39,426.7
1469,2,1,5,412.88
1762,4,2,29,373.51
2727,1,3,39,464.85
2383,2,1,1,558.15
1738,3,1,43,358.57
1158,2,2,21,324.3
2501,5,2,22,530.61
1364,4,2,33,352.34
2586,3,3,0,645.35
1784,5,1,16,453.46
1774,2,2,4,466.45
2881,3,2,9,651.39
2071,1,2,16,424.75
2744,4,1,31,505.01
1692,2,3,15,420.74
2632,3,2,7,573.32
1434,2,1,17,356.02
1442,4,2,18,417.18
1700,3,2,41,327.13
2540,4,3,9,595.62
1952,2,2,18,411.06
2034,1,1,15,379.06
2772,4,2,77,447.66
2613,3,1,43,424.9
2267,3,1,13,478.51
2113,3,1,12,453.18
1737,3,2,7,448.74
916,1,2,47,218.1
2250,3,1,6,541.14
3123,4,2,44,486.6
2098,3,1,26,434.45
1702,3,2,17,447.28
2706,2,3,56,413.35
2187,1,2,6,514.82
1481,3,1,0,445.76
2099,3,1,9,481.7
2559,2,1,5,578.41
2089,5,1,15,495.51
2038,4,2,24,407.63
1620,2,1,5,442.79
1715,4,3,14,438.73
512,3,1,41,180.66
795,4,1,5,373.51
2443,1,2,12,484.93
1315,1,1,0,380.28
1807,4,1,16,456.55
1862,1,3,13,450.5
1819,3,1,10,424.72
2190,3,2,29,426.28
1672,3,2,62,344.43
1035,4,1,21,327.16
1248,4,1,9,392.49
2352,3,1,73,383.11
2557,4,1,33,436.17
2315,4,1,38,404.58
2833,1,1,5,593.59
2575,2,1,21,514.19
2939,2,2,20,550.62
2637,1,1,2,595.99
637,3,1,2,350.04
1601,2,2,56,259.5
610,3,1,10,286.55
2347,1,2,1,559.0
2979,3,2,60,441.82
2353,2,1,33,424.14
2463,3,3,56,408.79
1875,3,1,19,391.89
1728,2,1,50,323.0
1896,3,2,4,500.9
1834,3,2,4,479.49
3145,5,2,35,523.3
2307,3,1,100,328.23
2250,3,1,32,471.22
2025,3,2,6,511.8
1862,2,2,52,314.92
2014,3,1,64,354.17
1748,4,1,74,306.5
2065,3,2,1,542.21
2653,2,1,6,552.66
2359,2,1,16,486.97
2223,5,1,100,340.62
1624,3,2,4,451.87
1850,3,3,49,341.03
671,2,1,8,280.33
2823,4,2,18,561.66
699,3,1,15,302.67
3005,2,1,17,518.18
593,3,2,38,243.11
1229,4,1,26,337.71
2294,4,1,10,560.26
981,2,2,46,258.09
2374,4,1,41,427.94
1447,3,1,1,440.77
2668,3,1,28,452.55
1980,5,2,100,329.04
1808,5,1,13,444.81
1241,3,3,17,387.41
788,3,3,68,233.69
2062,4,2,19,455.85
2810,1,2,19,512.82
2216,3,2,53,416.31
2692,5,1,11,620.82
2199,3,1,70,326.32
2338,2,1,5,519.98
1832,2,1,41,264.12
2563,2,1,5,542.05
1925,2,1,8,464.35
1943,5,1,19,422.85
3193,3,1,38,519.54
2877,3,3,2,634.34
1847,2,1,5,459.77
2734,5,2,78,468.75
1882,2,1,31,346.17
1135,1,3,7,359.88
970,2,1,7,307.5
2387,4,1,9,543.6
1901,5,1,14,482.0
2666,4,1,8,538.74
3209,1,1,61,434.08
2234,3,3,33,438.23
1352,2,3,18,356.52
791,3,1,1,337.12
2628,5,2,32,512.28
2653,2,3,7,577.37
2744,5,2,71,449.89
2285,3,1,0,556.24
2376,4,2,0,597.92
2175,4,2,20,472.36
2310,4,1,9,548.04
2048,2,1,56,351.45
1745,3,1,3,496.88
1943,2,1,5,480.65
2507,4,1,40,470.27
1525,4,3,33,377.11
1301,4,2,23,351.75
2618,4,1,12,567.27
1688,3,2,53,337.88
1697,1,1,12,426.37
1259,3,2,32,339.66
1754,4,1,51,334.74
2305,3,3,36,457.14
2194,3,2,9,501.72
944,3,1,58,230.68
2185,1,2,41,376.59
2310,4,2,33,446.09
1061,5,3,31,339.28
1381,3,2,5,421.31
2599,1,1,12,500.03
2332,3,1,25,469.81
2528,2,1,31,455.13
1129,4,1,38,308.41
1955,2,2,6,493.01
1483,3,3,6,463.78
1505,1,2,1,443.0
1656,4,2,13,453.51
2561,2,1,10,534.56
1736,3,2,10,427.37
941,2,1,1,319.56
